,source_target,source,sourceID,target,targetID,movies,moviesID,connections_y,
1496,Sharmila Tagore Chhabi Biswas,Sharmila Tagore,nm0846616,Chhabi Biswas,nm0084435,The Goddess,The Goddess,1,FALSE
1497,Sharmila Tagore Dibyendu Chatterjee,Sharmila Tagore,nm0846616,Dibyendu Chatterjee,nm4814634,Days and Nights in the Forest,Days and Nights in the Forest,1,FALSE
1498,Sharmila Tagore Gopal Dey,Sharmila Tagore,nm0846616,Gopal Dey,nm0223342,Nayak: The Hero,Nayak: The Hero,1,FALSE
1499,Sharmila Tagore Pahadi Sanyal,Sharmila Tagore,nm0846616,Pahadi Sanyal,nm0764406,Days and Nights in the Forest,Days and Nights in the Forest,1,FALSE
1500,Sharmila Tagore Rabi Ghosh,Sharmila Tagore,nm0846616,Rabi Ghosh,nm0315917,Days and Nights in the Forest,Days and Nights in the Forest,1,FALSE
1505,Sharmila Tagore Subhendu Chatterjee,Sharmila Tagore,nm0846616,Subhendu Chatterjee,nm0154166,Days and Nights in the Forest,Days and Nights in the Forest,1,FALSE
1506,Sharmila Tagore Subrata Sensharma,Sharmila Tagore,nm0846616,Subrata Sensharma,nm0784478,Nayak: The Hero,Nayak: The Hero,1,FALSE
1507,Shyamal Ghoshal Anil Chatterjee,Shyamal Ghoshal,nm0315929,Anil Chatterjee,nm0154110,The Big City,The Big City,1,FALSE
1508,Shyamal Ghoshal Ashok Mitra,Shyamal Ghoshal,nm0315929,Ashok Mitra,nm1371495,The Big City,The Big City,1,FALSE
1509,Shyamal Ghoshal Ashok Mitra,Shyamal Ghoshal,nm0315929,Ashok Mitra,nm1371495,The Zoo,The Zoo,1,FALSE
1510,Shyamal Ghoshal Gitali Roy,Shyamal Ghoshal,nm0315929,Gitali Roy,nm0747030,Charulata,Charulata,1,FALSE
1511,Shyamal Ghoshal Gitali Roy,Shyamal Ghoshal,nm0315929,Gitali Roy,nm0747030,The Big City,The Big City,1,FALSE
1512,Shyamal Ghoshal Gitali Roy,Shyamal Ghoshal,nm0315929,Gitali Roy,nm0747030,The Zoo,The Zoo,1,FALSE
1513,Shyamal Ghoshal Kamu Mukherjee,Shyamal Ghoshal,nm0315929,Kamu Mukherjee,nm0611536,Charulata,Charulata,1,FALSE
1514,Shyamal Ghoshal Madhabi Mukherjee,Shyamal Ghoshal,nm0315929,Madhabi Mukherjee,nm0611538,Charulata,Charulata,1,FALSE
1515,Shyamal Ghoshal Madhabi Mukherjee,Shyamal Ghoshal,nm0315929,Madhabi Mukherjee,nm0611538,The Big City,The Big City,1,FALSE
1516,Shyamal Ghoshal Nripati Chatterjee,Shyamal Ghoshal,nm0315929,Nripati Chatterjee,nm0154142,The Zoo,The Zoo,1,FALSE
1517,Shyamal Ghoshal Prasad Mukherjee,Shyamal Ghoshal,nm0315929,Prasad Mukherjee,nm0611546,The Zoo,The Zoo,1,FALSE
1518,Shyamal Ghoshal Shailen Ganguli,Shyamal Ghoshal,nm0315929,Shailen Ganguli,nm0304352,The Big City,The Big City,1,FALSE
1519,Shyamal Ghoshal Shailen Mukherjee,Shyamal Ghoshal,nm0315929,Shailen Mukherjee,nm0611561,Charulata,Charulata,1,FALSE
1520,Shyamal Ghoshal Shailen Mukherjee,Shyamal Ghoshal,nm0315929,Shailen Mukherjee,nm0611561,The Big City,The Big City,1,FALSE
1521,Shyamal Ghoshal Shailen Mukherjee,Shyamal Ghoshal,nm0315929,Shailen Mukherjee,nm0611561,The Zoo,The Zoo,1,FALSE
1525,Shyamal Ghoshal Subhendu Chatterjee,Shyamal Ghoshal,nm0315929,Subhendu Chatterjee,nm0154166,The Zoo,The Zoo,1,FALSE
1526,Shyamal Ghoshal Subrata Sensharma,Shyamal Ghoshal,nm0315929,Subrata Sensharma,nm0784478,Charulata,Charulata,1,FALSE
1527,Shyamal Ghoshal Subrata Sensharma,Shyamal Ghoshal,nm0315929,Subrata Sensharma,nm0784478,The Big City,The Big City,1,FALSE
1528,Shyamal Ghoshal Tapan Chatterjee,Shyamal Ghoshal,nm0315929,Tapan Chatterjee,nm0154170,The Big City,The Big City,1,FALSE
1529,Soumitra Chatterjee Abani Mukherjee,Soumitra Chatterjee,nm0154164,Abani Mukherjee,nm0611505,Abhijaan,Abhijaan,1,FALSE
1530,Soumitra Chatterjee Abani Mukherjee,Soumitra Chatterjee,nm0154164,Abani Mukherjee,nm0611505,Joi Baba Felunath: The Elephant God,Joi Baba Felunath: The Elephant God,1,FALSE
1531,Soumitra Chatterjee Ajit Banerjee,Soumitra Chatterjee,nm0154164,Ajit Banerjee,nm0051830,Abhijaan,Abhijaan,1,FALSE
1532,Soumitra Chatterjee Ajit Banerjee,Soumitra Chatterjee,nm0154164,Ajit Banerjee,nm0051830,Branches of the Tree,Branches of the Tree,1,FALSE
1533,Soumitra Chatterjee Ajoy Banerjee,Soumitra Chatterjee,nm0154164,Ajoy Banerjee,nm0051831,The Golden Fortress,The Golden Fortress,1,FALSE
1534,Soumitra Chatterjee Ajoy Banerjee,Soumitra Chatterjee,nm0154164,Ajoy Banerjee,nm0051831,Heerak Rajar Deshe,Heerak Rajar Deshe,1,FALSE
1535,Soumitra Chatterjee Anil Chatterjee,Soumitra Chatterjee,nm0154164,Anil Chatterjee,nm0154110,Teen Kanya,Teen Kanya,1,FALSE
1536,Soumitra Chatterjee Aparna Sen,Soumitra Chatterjee,nm0154164,Aparna Sen,nm0031967,Teen Kanya,Teen Kanya,1,FALSE
1537,Soumitra Chatterjee Aparna Sen,Soumitra Chatterjee,nm0154164,Aparna Sen,nm0031967,Days and Nights in the Forest,Days and Nights in the Forest,1,FALSE
1538,Soumitra Chatterjee Bimal Chatterjee,Soumitra Chatterjee,nm0154164,Bimal Chatterjee,nm0154115,The Golden Fortress,The Golden Fortress,1,FALSE
1539,Soumitra Chatterjee Bimal Chatterjee,Soumitra Chatterjee,nm0154164,Bimal Chatterjee,nm0154115,Joi Baba Felunath: The Elephant God,Joi Baba Felunath: The Elephant God,1,FALSE
1540,Soumitra Chatterjee Bimal Chatterjee,Soumitra Chatterjee,nm0154164,Bimal Chatterjee,nm0154115,Heerak Rajar Deshe,Heerak Rajar Deshe,1,FALSE
1541,Soumitra Chatterjee Bireswar Sen,Soumitra Chatterjee,nm0154164,Bireswar Sen,nm0784001,Abhijaan,Abhijaan,1,FALSE
1542,Soumitra Chatterjee Charuprakash Ghosh,Soumitra Chatterjee,nm0154164,Charuprakash Ghosh,nm0315882,Abhijaan,Abhijaan,1,FALSE
1543,Soumitra Chatterjee Dhritiman Chatterjee,Soumitra Chatterjee,nm0154164,Dhritiman Chatterjee,nm0154122,An Enemy of the People,An Enemy of the People,1,FALSE
1544,Soumitra Chatterjee Dibyendu Chatterjee,Soumitra Chatterjee,nm0154164,Dibyendu Chatterjee,nm4814634,Days and Nights in the Forest,Days and Nights in the Forest,1,FALSE
1545,Soumitra Chatterjee Dibyendu Chatterjee,Soumitra Chatterjee,nm0154164,Dibyendu Chatterjee,nm4814634,The Golden Fortress,The Golden Fortress,1,FALSE
1546,Soumitra Chatterjee Dipankar Dey,Soumitra Chatterjee,nm0154164,Dipankar Dey,nm0212541,An Enemy of the People,An Enemy of the People,1,FALSE
1547,Soumitra Chatterjee Dipankar Dey,Soumitra Chatterjee,nm0154164,Dipankar Dey,nm0212541,Branches of the Tree,Branches of the Tree,1,FALSE
1548,Soumitra Chatterjee Gitali Roy,Soumitra Chatterjee,nm0154164,Gitali Roy,nm0747030,Charulata,Charulata,1,FALSE
1549,Soumitra Chatterjee Gopal Dey,Soumitra Chatterjee,nm0154164,Gopal Dey,nm0223342,Heerak Rajar Deshe,Heerak Rajar Deshe,1,FALSE
1550,Soumitra Chatterjee Govinda Chakravarti,Soumitra Chatterjee,nm0154164,Govinda Chakravarti,nm0149838,Teen Kanya,Teen Kanya,1,FALSE
1551,Soumitra Chatterjee Govinda Chakravarti,Soumitra Chatterjee,nm0154164,Govinda Chakravarti,nm0149838,Distant Thunder,Distant Thunder,1,FALSE
1552,Soumitra Chatterjee Govinda Chakravarti,Soumitra Chatterjee,nm0154164,Govinda Chakravarti,nm0149838,Heerak Rajar Deshe,Heerak Rajar Deshe,1,FALSE
1553,Soumitra Chatterjee Govinda Chakravarti,Soumitra Chatterjee,nm0154164,Govinda Chakravarti,nm0149838,Ghare-Baire,Ghare-Baire,1,FALSE
1554,Soumitra Chatterjee Haradhan Bannerjee,Soumitra Chatterjee,nm0154164,Haradhan Bannerjee,nm0052329,The Coward,The Coward,1,FALSE
1555,Soumitra Chatterjee Haradhan Bannerjee,Soumitra Chatterjee,nm0154164,Haradhan Bannerjee,nm0052329,The Golden Fortress,The Golden Fortress,1,FALSE
1556,Soumitra Chatterjee Haradhan Bannerjee,Soumitra Chatterjee,nm0154164,Haradhan Bannerjee,nm0052329,Joi Baba Felunath: The Elephant God,Joi Baba Felunath: The Elephant God,1,FALSE
1557,Soumitra Chatterjee Haradhan Bannerjee,Soumitra Chatterjee,nm0154164,Haradhan Bannerjee,nm0052329,Branches of the Tree,Branches of the Tree,1,FALSE
1558,Soumitra Chatterjee Haridhan Mukherjee,Soumitra Chatterjee,nm0154164,Haridhan Mukherjee,nm0154128,Heerak Rajar Deshe,Heerak Rajar Deshe,1,FALSE
1559,Soumitra Chatterjee Haridhan Nag,Soumitra Chatterjee,nm0154164,Haridhan Nag,nm5570266,Teen Kanya,Teen Kanya,1,FALSE
1560,Soumitra Chatterjee Haridhan Nag,Soumitra Chatterjee,nm0154164,Haridhan Nag,nm5570266,Abhijaan,Abhijaan,1,FALSE
1561,Soumitra Chatterjee Harindranath Chattopadhyay,Soumitra Chatterjee,nm0154164,Harindranath Chattopadhyay,nm0154129,The Golden Fortress,The Golden Fortress,1,FALSE
1562,Soumitra Chatterjee Kali Bannerjee,Soumitra Chatterjee,nm0154164,Kali Bannerjee,nm0052332,Teen Kanya,Teen Kanya,1,FALSE
1563,Soumitra Chatterjee Kamu Mukherjee,Soumitra Chatterjee,nm0154164,Kamu Mukherjee,nm0611536,Charulata,Charulata,1,FALSE
1564,Soumitra Chatterjee Kamu Mukherjee,Soumitra Chatterjee,nm0154164,Kamu Mukherjee,nm0611536,The Golden Fortress,The Golden Fortress,1,FALSE
1565,Soumitra Chatterjee Kamu Mukherjee,Soumitra Chatterjee,nm0154164,Kamu Mukherjee,nm0611536,Joi Baba Felunath: The Elephant God,Joi Baba Felunath: The Elephant God,1,FALSE
1566,Soumitra Chatterjee Kamu Mukherjee,Soumitra Chatterjee,nm0154164,Kamu Mukherjee,nm0611536,Heerak Rajar Deshe,Heerak Rajar Deshe,1,FALSE
1567,Soumitra Chatterjee Kamu Mukherjee,Soumitra Chatterjee,nm0154164,Kamu Mukherjee,nm0611536,Branches of the Tree,Branches of the Tree,1,FALSE
1568,Soumitra Chatterjee Kartik Chatterjee,Soumitra Chatterjee,nm0154164,Kartik Chatterjee,nm0154135,Heerak Rajar Deshe,Heerak Rajar Deshe,1,FALSE
1569,Soumitra Chatterjee Khagen Pathak,Soumitra Chatterjee,nm0154164,Khagen Pathak,nm0665546,Teen Kanya,Teen Kanya,1,FALSE
1570,Soumitra Chatterjee Madhabi Mukherjee,Soumitra Chatterjee,nm0154164,Madhabi Mukherjee,nm0611538,Charulata,Charulata,1,FALSE
1571,Soumitra Chatterjee Madhabi Mukherjee,Soumitra Chatterjee,nm0154164,Madhabi Mukherjee,nm0611538,The Coward,The Coward,1,FALSE
1572,Soumitra Chatterjee Mamata Shankar,Soumitra Chatterjee,nm0154164,Mamata Shankar,nm0788164,An Enemy of the People,An Enemy of the People,1,FALSE
1573,Soumitra Chatterjee Mamata Shankar,Soumitra Chatterjee,nm0154164,Mamata Shankar,nm0788164,Branches of the Tree,Branches of the Tree,1,FALSE
1574,Soumitra Chatterjee Monu Mukherjee,Soumitra Chatterjee,nm0154164,Monu Mukherjee,nm0611540,Distant Thunder,Distant Thunder,1,FALSE
1575,Soumitra Chatterjee Monu Mukherjee,Soumitra Chatterjee,nm0154164,Monu Mukherjee,nm0611540,Joi Baba Felunath: The Elephant God,Joi Baba Felunath: The Elephant God,1,FALSE
1576,Soumitra Chatterjee Monu Mukherjee,Soumitra Chatterjee,nm0154164,Monu Mukherjee,nm0611540,An Enemy of the People,An Enemy of the People,1,FALSE
1577,Soumitra Chatterjee Noni Ganguly,Soumitra Chatterjee,nm0154164,Noni Ganguly,nm0304363,Abhijaan,Abhijaan,1,FALSE
1578,Soumitra Chatterjee Noni Ganguly,Soumitra Chatterjee,nm0154164,Noni Ganguly,nm0304363,Distant Thunder,Distant Thunder,1,FALSE
1579,Soumitra Chatterjee Noni Ganguly,Soumitra Chatterjee,nm0154164,Noni Ganguly,nm0304363,Heerak Rajar Deshe,Heerak Rajar Deshe,1,FALSE
1580,Soumitra Chatterjee Nripati Chatterjee,Soumitra Chatterjee,nm0154164,Nripati Chatterjee,nm0154142,Teen Kanya,Teen Kanya,1,FALSE
1581,Soumitra Chatterjee Pahadi Sanyal,Soumitra Chatterjee,nm0154164,Pahadi Sanyal,nm0764406,Days and Nights in the Forest,Days and Nights in the Forest,1,FALSE
1582,Soumitra Chatterjee Promode Ganguly,Soumitra Chatterjee,nm0154164,Promode Ganguly,nm0304365,Heerak Rajar Deshe,Heerak Rajar Deshe,1,FALSE
1583,Soumitra Chatterjee Promode Ganguly,Soumitra Chatterjee,nm0154164,Promode Ganguly,nm0304365,Branches of the Tree,Branches of the Tree,1,FALSE
1584,Soumitra Chatterjee Rabi Ghosh,Soumitra Chatterjee,nm0154164,Rabi Ghosh,nm0315917,Abhijaan,Abhijaan,1,FALSE
1585,Soumitra Chatterjee Rabi Ghosh,Soumitra Chatterjee,nm0154164,Rabi Ghosh,nm0315917,Days and Nights in the Forest,Days and Nights in the Forest,1,FALSE
1586,Soumitra Chatterjee Rabi Ghosh,Soumitra Chatterjee,nm0154164,Rabi Ghosh,nm0315917,Heerak Rajar Deshe,Heerak Rajar Deshe,1,FALSE
1587,Soumitra Chatterjee Rajkumar Lahiri,Soumitra Chatterjee,nm0154164,Rajkumar Lahiri,nm1708115,Distant Thunder,Distant Thunder,1,FALSE
1588,Soumitra Chatterjee Rajkumar Lahiri,Soumitra Chatterjee,nm0154164,Rajkumar Lahiri,nm1708115,Joi Baba Felunath: The Elephant God,Joi Baba Felunath: The Elephant God,1,FALSE
1589,Soumitra Chatterjee Rajkumar Lahiri,Soumitra Chatterjee,nm0154164,Rajkumar Lahiri,nm1708115,Heerak Rajar Deshe,Heerak Rajar Deshe,1,FALSE
1590,Soumitra Chatterjee Santi Chatterjee,Soumitra Chatterjee,nm0154164,Santi Chatterjee,nm0154155,Abhijaan,Abhijaan,1,FALSE
1591,Soumitra Chatterjee Santi Chatterjee,Soumitra Chatterjee,nm0154164,Santi Chatterjee,nm0154155,The Coward,The Coward,1,FALSE
1592,Soumitra Chatterjee Santi Chatterjee,Soumitra Chatterjee,nm0154164,Santi Chatterjee,nm0154155,The Golden Fortress,The Golden Fortress,1,FALSE
1593,Soumitra Chatterjee Santosh Dutta,Soumitra Chatterjee,nm0154164,Santosh Dutta,nm0244904,Teen Kanya,Teen Kanya,1,FALSE
1594,Soumitra Chatterjee Santosh Dutta,Soumitra Chatterjee,nm0154164,Santosh Dutta,nm0244904,The Golden Fortress,The Golden Fortress,1,FALSE
1595,Soumitra Chatterjee Santosh Dutta,Soumitra Chatterjee,nm0154164,Santosh Dutta,nm0244904,Joi Baba Felunath: The Elephant God,Joi Baba Felunath: The Elephant God,1,FALSE
1596,Soumitra Chatterjee Santosh Dutta,Soumitra Chatterjee,nm0154164,Santosh Dutta,nm0244904,Heerak Rajar Deshe,Heerak Rajar Deshe,1,FALSE
1597,Soumitra Chatterjee Satya Bannerjee (I),Soumitra Chatterjee,nm0154164,Satya Bannerjee (I),nm0051810,Joi Baba Felunath: The Elephant God,Joi Baba Felunath: The Elephant God,1,FALSE
1598,Soumitra Chatterjee Satya Bannerjee (II),Soumitra Chatterjee,nm0154164,Satya Bannerjee (II),nm0051810,An Enemy of the People,An Enemy of the People,1,FALSE
1599,Soumitra Chatterjee Shailen Ganguli,Soumitra Chatterjee,nm0154164,Shailen Ganguli,nm0304352,Heerak Rajar Deshe,Heerak Rajar Deshe,1,FALSE
1600,Soumitra Chatterjee Shailen Mukherjee,Soumitra Chatterjee,nm0154164,Shailen Mukherjee,nm0611561,Charulata,Charulata,1,FALSE
1601,Soumitra Chatterjee Shailen Mukherjee,Soumitra Chatterjee,nm0154164,Shailen Mukherjee,nm0611561,The Golden Fortress,The Golden Fortress,1,FALSE
1602,Soumitra Chatterjee Sharmila Tagore,Soumitra Chatterjee,nm0154164,Sharmila Tagore,nm0846616,The World of Apu,The World of Apu,1,FALSE
1603,Soumitra Chatterjee Sharmila Tagore,Soumitra Chatterjee,nm0154164,Sharmila Tagore,nm0846616,Days and Nights in the Forest,Days and Nights in the Forest,1,FALSE
1604,Soumitra Chatterjee Shyamal Ghoshal,Soumitra Chatterjee,nm0154164,Shyamal Ghoshal,nm0315929,Charulata,Charulata,1,FALSE
1605,Soumitra Chatterjee Soven Lahiri,Soumitra Chatterjee,nm0154164,Soven Lahiri,nm0481574,Branches of the Tree,Branches of the Tree,1,FALSE
1606,Soumitra Chatterjee Subhendu Chatterjee,Soumitra Chatterjee,nm0154164,Subhendu Chatterjee,nm0154166,Days and Nights in the Forest,Days and Nights in the Forest,1,FALSE
1607,Soumitra Chatterjee Subhendu Chatterjee,Soumitra Chatterjee,nm0154164,Subhendu Chatterjee,nm0154166,An Enemy of the People,An Enemy of the People,1,FALSE
1608,Soumitra Chatterjee Subrata Sensharma,Soumitra Chatterjee,nm0154164,Subrata Sensharma,nm0784478,Charulata,Charulata,1,FALSE
1609,Soumitra Chatterjee Sunil Sarkar,Soumitra Chatterjee,nm0154164,Sunil Sarkar,nm0765281,Distant Thunder,Distant Thunder,1,FALSE
1610,Soumitra Chatterjee Sunil Sarkar,Soumitra Chatterjee,nm0154164,Sunil Sarkar,nm0765281,The Golden Fortress,The Golden Fortress,1,FALSE
1611,Soumitra Chatterjee Sunil Sarkar,Soumitra Chatterjee,nm0154164,Sunil Sarkar,nm0765281,Heerak Rajar Deshe,Heerak Rajar Deshe,1,FALSE
1612,Soumitra Chatterjee Sunil Sarkar,Soumitra Chatterjee,nm0154164,Sunil Sarkar,nm0765281,Ghare-Baire,Ghare-Baire,1,FALSE
1613,Soumitra Chatterjee Tapan Chatterjee,Soumitra Chatterjee,nm0154164,Tapan Chatterjee,nm0154170,Heerak Rajar Deshe,Heerak Rajar Deshe,1,FALSE
1614,Soumitra Chatterjee Tarun Mitra,Soumitra Chatterjee,nm0154164,Tarun Mitra,nm0593973,Heerak Rajar Deshe,Heerak Rajar Deshe,1,FALSE
1615,Soumitra Chatterjee Tarun Mitra,Soumitra Chatterjee,nm0154164,Tarun Mitra,nm0593973,Branches of the Tree,Branches of the Tree,1,FALSE
1616,Soumitra Chatterjee Utpal Dutt,Soumitra Chatterjee,nm0154164,Utpal Dutt,nm0244884,Joi Baba Felunath: The Elephant God,Joi Baba Felunath: The Elephant God,1,FALSE
1617,Soumitra Chatterjee Utpal Dutt,Soumitra Chatterjee,nm0154164,Utpal Dutt,nm0244884,Heerak Rajar Deshe,Heerak Rajar Deshe,1,FALSE
1618,Soumitra Chatterjee Uttamram Nagar,Soumitra Chatterjee,nm0154164,Uttamram Nagar,nm1840054,The Golden Fortress,The Golden Fortress,1,FALSE
1619,Soumitra Chatterjee Victor Banerjee,Soumitra Chatterjee,nm0154164,Victor Banerjee,nm0051856,Ghare-Baire,Ghare-Baire,1,FALSE
1620,Soven Lahiri Ajit Banerjee,Soven Lahiri,nm0481574,Ajit Banerjee,nm0051830,Branches of the Tree,Branches of the Tree,1,FALSE
1621,Soven Lahiri Ajit Banerjee,Soven Lahiri,nm0481574,Ajit Banerjee,nm0051830,The Middleman,The Middleman,1,FALSE
1622,Soven Lahiri Aparna Sen,Soven Lahiri,nm0481574,Aparna Sen,nm0031967,The Middleman,The Middleman,1,FALSE
1623,Soven Lahiri Dhritiman Chatterjee,Soven Lahiri,nm0481574,Dhritiman Chatterjee,nm0154122,The Adversary,The Adversary,1,FALSE
1624,Soven Lahiri Dibyendu Chatterjee,Soven Lahiri,nm0481574,Dibyendu Chatterjee,nm4814634,The Adversary,The Adversary,1,FALSE
1625,Soven Lahiri Dipankar Dey,Soven Lahiri,nm0481574,Dipankar Dey,nm0212541,Branches of the Tree,Branches of the Tree,1,FALSE
1626,Soven Lahiri Dipankar Dey,Soven Lahiri,nm0481574,Dipankar Dey,nm0212541,The Middleman,The Middleman,1,FALSE
1627,Soven Lahiri Haradhan Bannerjee,Soven Lahiri,nm0481574,Haradhan Bannerjee,nm0052329,Branches of the Tree,Branches of the Tree,1,FALSE
1628,Soven Lahiri Kamu Mukherjee,Soven Lahiri,nm0481574,Kamu Mukherjee,nm0611536,Branches of the Tree,Branches of the Tree,1,FALSE
1629,Soven Lahiri Kartik Chatterjee,Soven Lahiri,nm0481574,Kartik Chatterjee,nm0154135,The Middleman,The Middleman,1,FALSE
1630,Soven Lahiri Khagen Pathak,Soven Lahiri,nm0481574,Khagen Pathak,nm0665546,The Middleman,The Middleman,1,FALSE
1631,Soven Lahiri Mamata Shankar,Soven Lahiri,nm0481574,Mamata Shankar,nm0788164,Branches of the Tree,Branches of the Tree,1,FALSE
1632,Soven Lahiri Mani Srimani,Soven Lahiri,nm0481574,Mani Srimani,nm0820248,The Middleman,The Middleman,1,FALSE
1633,Soven Lahiri Padmadevi,Soven Lahiri,nm0481574,Padmadevi,nm0222471,The Middleman,The Middleman,1,FALSE
1634,Soven Lahiri Promode Ganguly,Soven Lahiri,nm0481574,Promode Ganguly,nm0304365,Branches of the Tree,Branches of the Tree,1,FALSE
1635,Soven Lahiri Rabi Ghosh,Soven Lahiri,nm0481574,Rabi Ghosh,nm0315917,The Middleman,The Middleman,1,FALSE
1636,Soven Lahiri Satya Bannerjee (II),Soven Lahiri,nm0481574,Satya Bannerjee (II),nm0051810,The Middleman,The Middleman,1,FALSE
1641,Soven Lahiri Tarun Mitra,Soven Lahiri,nm0481574,Tarun Mitra,nm0593973,Branches of the Tree,Branches of the Tree,1,FALSE
1642,Soven Lahiri Utpal Dutt,Soven Lahiri,nm0481574,Utpal Dutt,nm0244884,The Middleman,The Middleman,1,FALSE
1643,Soven Lahiri Uttamram Nagar,Soven Lahiri,nm0481574,Uttamram Nagar,nm1840054,The Middleman,The Middleman,1,FALSE
1644,Soven Lahiri Victor Banerjee,Soven Lahiri,nm0481574,Victor Banerjee,nm0051856,Pikoor Diary,Pikoor Diary,1,FALSE
1645,Subhendu Chatterjee Aparna Sen,Subhendu Chatterjee,nm0154166,Aparna Sen,nm0031967,Days and Nights in the Forest,Days and Nights in the Forest,1,FALSE
1646,Subhendu Chatterjee Ashok Mitra,Subhendu Chatterjee,nm0154166,Ashok Mitra,nm1371495,The Zoo,The Zoo,1,FALSE
1647,Subhendu Chatterjee Dhritiman Chatterjee,Subhendu Chatterjee,nm0154166,Dhritiman Chatterjee,nm0154122,An Enemy of the People,An Enemy of the People,1,FALSE
1648,Subhendu Chatterjee Dibyendu Chatterjee,Subhendu Chatterjee,nm0154166,Dibyendu Chatterjee,nm4814634,Days and Nights in the Forest,Days and Nights in the Forest,1,FALSE
1649,Subhendu Chatterjee Dipankar Dey,Subhendu Chatterjee,nm0154166,Dipankar Dey,nm0212541,An Enemy of the People,An Enemy of the People,1,FALSE
1650,Subhendu Chatterjee Gitali Roy,Subhendu Chatterjee,nm0154166,Gitali Roy,nm0747030,The Zoo,The Zoo,1,FALSE
1651,Subhendu Chatterjee Mamata Shankar,Subhendu Chatterjee,nm0154166,Mamata Shankar,nm0788164,An Enemy of the People,An Enemy of the People,1,FALSE
1652,Subhendu Chatterjee Monu Mukherjee,Subhendu Chatterjee,nm0154166,Monu Mukherjee,nm0611540,An Enemy of the People,An Enemy of the People,1,FALSE
1653,Subhendu Chatterjee Nripati Chatterjee,Subhendu Chatterjee,nm0154166,Nripati Chatterjee,nm0154142,The Zoo,The Zoo,1,FALSE
1654,Subhendu Chatterjee Pahadi Sanyal,Subhendu Chatterjee,nm0154166,Pahadi Sanyal,nm0764406,Days and Nights in the Forest,Days and Nights in the Forest,1,FALSE
1655,Subhendu Chatterjee Prasad Mukherjee,Subhendu Chatterjee,nm0154166,Prasad Mukherjee,nm0611546,The Zoo,The Zoo,1,FALSE
1656,Subhendu Chatterjee Rabi Ghosh,Subhendu Chatterjee,nm0154166,Rabi Ghosh,nm0315917,Days and Nights in the Forest,Days and Nights in the Forest,1,FALSE
1657,Subhendu Chatterjee Satya Bannerjee (II),Subhendu Chatterjee,nm0154166,Satya Bannerjee (II),nm0051810,An Enemy of the People,An Enemy of the People,1,FALSE
1658,Subhendu Chatterjee Shailen Mukherjee,Subhendu Chatterjee,nm0154166,Shailen Mukherjee,nm0611561,The Zoo,The Zoo,1,FALSE
1659,Subhendu Chatterjee Sharmila Tagore,Subhendu Chatterjee,nm0154166,Sharmila Tagore,nm0846616,Days and Nights in the Forest,Days and Nights in the Forest,1,FALSE
1660,Subhendu Chatterjee Shyamal Ghoshal,Subhendu Chatterjee,nm0154166,Shyamal Ghoshal,nm0315929,The Zoo,The Zoo,1,FALSE
1664,Subrata Sensharma Anil Chatterjee,Subrata Sensharma,nm0784478,Anil Chatterjee,nm0154110,The Big City,The Big City,1,FALSE
1665,Subrata Sensharma Anil Chatterjee,Subrata Sensharma,nm0784478,Anil Chatterjee,nm0154110,Kanchenjungha,Kanchenjungha,1,FALSE
1666,Subrata Sensharma Ashok Mitra,Subrata Sensharma,nm0784478,Ashok Mitra,nm1371495,Nayak: The Hero,Nayak: The Hero,1,FALSE
1667,Subrata Sensharma Ashok Mitra,Subrata Sensharma,nm0784478,Ashok Mitra,nm1371495,The Big City,The Big City,1,FALSE
1668,Subrata Sensharma Bireswar Sen,Subrata Sensharma,nm0784478,Bireswar Sen,nm0784001,Nayak: The Hero,Nayak: The Hero,1,FALSE
1669,Subrata Sensharma Chhabi Biswas,Subrata Sensharma,nm0784478,Chhabi Biswas,nm0084435,Kanchenjungha,Kanchenjungha,1,FALSE
1670,Subrata Sensharma Gitali Roy,Subrata Sensharma,nm0784478,Gitali Roy,nm0747030,Charulata,Charulata,1,FALSE
1671,Subrata Sensharma Gitali Roy,Subrata Sensharma,nm0784478,Gitali Roy,nm0747030,The Big City,The Big City,1,FALSE
1672,Subrata Sensharma Gopal Dey,Subrata Sensharma,nm0784478,Gopal Dey,nm0223342,Nayak: The Hero,Nayak: The Hero,1,FALSE
1673,Subrata Sensharma Kamu Mukherjee,Subrata Sensharma,nm0784478,Kamu Mukherjee,nm0611536,Charulata,Charulata,1,FALSE
1674,Subrata Sensharma Karuna Bannerjee,Subrata Sensharma,nm0784478,Karuna Bannerjee,nm0052334,Kanchenjungha,Kanchenjungha,1,FALSE
1675,Subrata Sensharma Madhabi Mukherjee,Subrata Sensharma,nm0784478,Madhabi Mukherjee,nm0611538,Charulata,Charulata,1,FALSE
1676,Subrata Sensharma Madhabi Mukherjee,Subrata Sensharma,nm0784478,Madhabi Mukherjee,nm0611538,The Big City,The Big City,1,FALSE
1677,Subrata Sensharma Pahadi Sanyal,Subrata Sensharma,nm0784478,Pahadi Sanyal,nm0764406,Kanchenjungha,Kanchenjungha,1,FALSE
1678,Subrata Sensharma Shailen Ganguli,Subrata Sensharma,nm0784478,Shailen Ganguli,nm0304352,The Big City,The Big City,1,FALSE
1679,Subrata Sensharma Shailen Mukherjee,Subrata Sensharma,nm0784478,Shailen Mukherjee,nm0611561,Charulata,Charulata,1,FALSE
