,source_target,source,sourceID,target,targetID,movies,moviesID,connections_y,
763,Charuprakash Ghosh Nirmal Ghosh,Charuprakash Ghosh,nm0315882,Nirmal Ghosh,nm0315907,The Holy Man,The Holy Man,1,FALSE
764,Charuprakash Ghosh Noni Ganguly,Charuprakash Ghosh,nm0315882,Noni Ganguly,nm0304363,Abhijaan,Abhijaan,1,FALSE
765,Charuprakash Ghosh Panchanan Bhattacharya,Charuprakash Ghosh,nm0315882,Panchanan Bhattacharya,nm1434574,Aparajito,Aparajito,1,FALSE
766,Charuprakash Ghosh Pinaki Sengupta,Charuprakash Ghosh,nm0315882,Pinaki Sengupta,nm0348483,Aparajito,Aparajito,1,FALSE
767,Charuprakash Ghosh Prabhat Sarkar,Charuprakash Ghosh,nm0315882,Prabhat Sarkar,nm4820275,The Holy Man,The Holy Man,1,FALSE
768,Charuprakash Ghosh Prasad Mukherjee,Charuprakash Ghosh,nm0315882,Prasad Mukherjee,nm0611546,The Holy Man,The Holy Man,1,FALSE
769,Charuprakash Ghosh Rabi Ghosh,Charuprakash Ghosh,nm0315882,Rabi Ghosh,nm0315917,Abhijaan,Abhijaan,1,FALSE
770,Charuprakash Ghosh Rabi Ghosh,Charuprakash Ghosh,nm0315882,Rabi Ghosh,nm0315917,The Holy Man,The Holy Man,1,FALSE
771,Charuprakash Ghosh Ranibala,Charuprakash Ghosh,nm0315882,Ranibala,nm0049302,Aparajito,Aparajito,1,FALSE
772,Charuprakash Ghosh Reba Devi,Charuprakash Ghosh,nm0315882,Reba Devi,nm0222480,Abhijaan,Abhijaan,1,FALSE
773,Charuprakash Ghosh Renuka Roy,Charuprakash Ghosh,nm0315882,Renuka Roy,nm0747159,The Holy Man,The Holy Man,1,FALSE
774,Charuprakash Ghosh Ruma Guha Thakurta,Charuprakash Ghosh,nm0315882,Ruma Guha Thakurta,nm0346614,Abhijaan,Abhijaan,1,FALSE
775,Charuprakash Ghosh Samar Nag,Charuprakash Ghosh,nm0315882,Samar Nag,nm4554192,Abhijaan,Abhijaan,1,FALSE
776,Charuprakash Ghosh Santi Chatterjee,Charuprakash Ghosh,nm0315882,Santi Chatterjee,nm0154155,Abhijaan,Abhijaan,1,FALSE
777,Charuprakash Ghosh Santi Chatterjee,Charuprakash Ghosh,nm0315882,Santi Chatterjee,nm0154155,The Holy Man,The Holy Man,1,FALSE
778,Charuprakash Ghosh Satya Banerjee (I),Charuprakash Ghosh,nm0315882,Satya Banerjee (I),nm0051851,The Holy Man,The Holy Man,1,FALSE
779,Charuprakash Ghosh Shailen Ganguli,Charuprakash Ghosh,nm0315882,Shailen Ganguli,nm0304352,The Holy Man,The Holy Man,1,FALSE
780,Charuprakash Ghosh Shekhar Chatterjee,Charuprakash Ghosh,nm0315882,Shekhar Chatterjee,nm0154161,Abhijaan,Abhijaan,1,FALSE
781,Charuprakash Ghosh Somen Bose,Charuprakash Ghosh,nm0315882,Somen Bose,nm0097900,The Holy Man,The Holy Man,1,FALSE
782,Charuprakash Ghosh Subodh Ganguli,Charuprakash Ghosh,nm0315882,Subodh Ganguli,nm0304354,Aparajito,Aparajito,1,FALSE
783,Chhabi Biswas Anil Chatterjee,Chhabi Biswas,nm0084435,Anil Chatterjee,nm0154110,Kanchenjungha,Kanchenjungha,1,FALSE
784,Chhabi Biswas Anil Chatterjee,Chhabi Biswas,nm0084435,Anil Chatterjee,nm0154110,The Goddess,The Goddess,1,FALSE
785,Chhabi Biswas Bharati Devi,Chhabi Biswas,nm0084435,Bharati Devi,nm0080249,Paras-Pathar,Paras-Pathar,1,FALSE
786,Chhabi Biswas Bholanath Koyal,Chhabi Biswas,nm0084435,Bholanath Koyal,nm0468698,The Goddess,The Goddess,1,FALSE
787,Chhabi Biswas Bireswar Sen,Chhabi Biswas,nm0084435,Bireswar Sen,nm0784001,Paras-Pathar,Paras-Pathar,1,FALSE
791,Chhabi Biswas Gangapada Basu,Chhabi Biswas,nm0084435,Gangapada Basu,nm0060610,Paras-Pathar,Paras-Pathar,1,FALSE
792,Chhabi Biswas Gangapada Basu,Chhabi Biswas,nm0084435,Gangapada Basu,nm0060610,The Music Room,The Music Room,1,FALSE
793,Chhabi Biswas Haridhan Mukherjee,Chhabi Biswas,nm0084435,Haridhan Mukherjee,nm0154128,Paras-Pathar,Paras-Pathar,1,FALSE
794,Chhabi Biswas Jahar Ganguli,Chhabi Biswas,nm0084435,Jahar Ganguli,nm0304349,Paras-Pathar,Paras-Pathar,1,FALSE
795,Chhabi Biswas Jahar Roy,Chhabi Biswas,nm0084435,Jahar Roy,nm0712854,Paras-Pathar,Paras-Pathar,1,FALSE
796,Chhabi Biswas Kali Bannerjee,Chhabi Biswas,nm0084435,Kali Bannerjee,nm0052332,Paras-Pathar,Paras-Pathar,1,FALSE
797,Chhabi Biswas Kali Sarkar,Chhabi Biswas,nm0084435,Kali Sarkar,nm0765269,The Goddess,The Goddess,1,FALSE
798,Chhabi Biswas Kali Sarkar,Chhabi Biswas,nm0084435,Kali Sarkar,nm0765269,The Music Room,The Music Room,1,FALSE
799,Chhabi Biswas Karuna Bannerjee,Chhabi Biswas,nm0084435,Karuna Bannerjee,nm0052334,Kanchenjungha,Kanchenjungha,1,FALSE
800,Chhabi Biswas Mani Srimani,Chhabi Biswas,nm0084435,Mani Srimani,nm0820248,Paras-Pathar,Paras-Pathar,1,FALSE
801,Chhabi Biswas Padmadevi,Chhabi Biswas,nm0084435,Padmadevi,nm0222471,Paras-Pathar,Paras-Pathar,1,FALSE
802,Chhabi Biswas Padmadevi,Chhabi Biswas,nm0084435,Padmadevi,nm0222471,The Music Room,The Music Room,1,FALSE
803,Chhabi Biswas Pahadi Sanyal,Chhabi Biswas,nm0084435,Pahadi Sanyal,nm0764406,Paras-Pathar,Paras-Pathar,1,FALSE
804,Chhabi Biswas Pahadi Sanyal,Chhabi Biswas,nm0084435,Pahadi Sanyal,nm0764406,Kanchenjungha,Kanchenjungha,1,FALSE
805,Chhabi Biswas Pinaki Sengupta,Chhabi Biswas,nm0084435,Pinaki Sengupta,nm0348483,The Music Room,The Music Room,1,FALSE
806,Chhabi Biswas Ranibala,Chhabi Biswas,nm0084435,Ranibala,nm0049302,Paras-Pathar,Paras-Pathar,1,FALSE
807,Chhabi Biswas Renuka Roy,Chhabi Biswas,nm0084435,Renuka Roy,nm0747159,Paras-Pathar,Paras-Pathar,1,FALSE
808,Chhabi Biswas Sharmila Tagore,Chhabi Biswas,nm0084435,Sharmila Tagore,nm0846616,The Goddess,The Goddess,1,FALSE
809,Chhabi Biswas Subodh Ganguli,Chhabi Biswas,nm0084435,Subodh Ganguli,nm0304354,Paras-Pathar,Paras-Pathar,1,FALSE
810,Chhabi Biswas Subrata Sensharma,Chhabi Biswas,nm0084435,Subrata Sensharma,nm0784478,Kanchenjungha,Kanchenjungha,1,FALSE
811,Chhabi Biswas Tarapada Nandy,Chhabi Biswas,nm0084435,Tarapada Nandy,nm0620827,The Goddess,The Goddess,1,FALSE
812,Chhabi Biswas Tarapada Nandy,Chhabi Biswas,nm0084435,Tarapada Nandy,nm0620827,The Music Room,The Music Room,1,FALSE
813,Chhabi Biswas Tulsi Chakraborty,Chhabi Biswas,nm0084435,Tulsi Chakraborty,nm0149831,Paras-Pathar,Paras-Pathar,1,FALSE
814,Chhabi Biswas Tulsi Lahiri,Chhabi Biswas,nm0084435,Tulsi Lahiri,nm0481576,Paras-Pathar,Paras-Pathar,1,FALSE
815,Chhabi Biswas Tulsi Lahiri,Chhabi Biswas,nm0084435,Tulsi Lahiri,nm0481576,The Music Room,The Music Room,1,FALSE
816,Chinmoy Roy Abani Mukherjee,Chinmoy Roy,nm0746961,Abani Mukherjee,nm0611505,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
817,Chinmoy Roy Ajoy Banerjee,Chinmoy Roy,nm0746961,Ajoy Banerjee,nm0051831,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
818,Chinmoy Roy Ashok Mitra,Chinmoy Roy,nm0746961,Ashok Mitra,nm1371495,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
819,Chinmoy Roy Ashok Mitra,Chinmoy Roy,nm0746961,Ashok Mitra,nm1371495,The Zoo,The Zoo,1,FALSE
820,Chinmoy Roy Bankim Ghosh,Chinmoy Roy,nm0746961,Bankim Ghosh,nm0315878,The Zoo,The Zoo,1,FALSE
821,Chinmoy Roy Binoy Dutta,Chinmoy Roy,nm0746961,Binoy Dutta,nm4557729,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
822,Chinmoy Roy Binoy Dutta,Chinmoy Roy,nm0746961,Binoy Dutta,nm4557729,The Zoo,The Zoo,1,FALSE
825,Chinmoy Roy Devi Neogy,Chinmoy Roy,nm0746961,Devi Neogy,nm0626099,The Zoo,The Zoo,1,FALSE
826,Chinmoy Roy Dilip Bose,Chinmoy Roy,nm0746961,Dilip Bose,nm4435113,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
827,Chinmoy Roy Durgadas Bannerjee,Chinmoy Roy,nm0746961,Durgadas Bannerjee,nm1274537,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
828,Chinmoy Roy Gitali Roy,Chinmoy Roy,nm0746961,Gitali Roy,nm0747030,The Zoo,The Zoo,1,FALSE
829,Chinmoy Roy Gopal Dey,Chinmoy Roy,nm0746961,Gopal Dey,nm0223342,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
830,Chinmoy Roy Govinda Chakravarti,Chinmoy Roy,nm0746961,Govinda Chakravarti,nm0149838,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
831,Chinmoy Roy Haridhan Mukherjee,Chinmoy Roy,nm0746961,Haridhan Mukherjee,nm0154128,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
832,Chinmoy Roy Harindranath Chattopadhyay,Chinmoy Roy,nm0746961,Harindranath Chattopadhyay,nm0154129,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
833,Chinmoy Roy Jahar Ganguli,Chinmoy Roy,nm0746961,Jahar Ganguli,nm0304349,The Zoo,The Zoo,1,FALSE
834,Chinmoy Roy Jahar Roy,Chinmoy Roy,nm0746961,Jahar Roy,nm0712854,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
835,Chinmoy Roy Kamu Mukherjee,Chinmoy Roy,nm0746961,Kamu Mukherjee,nm0611536,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
836,Chinmoy Roy Kanika Majumdar,Chinmoy Roy,nm0746961,Kanika Majumdar,nm0538293,The Zoo,The Zoo,1,FALSE
837,Chinmoy Roy Kartik Chatterjee,Chinmoy Roy,nm0746961,Kartik Chatterjee,nm0154135,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
838,Chinmoy Roy Khagen Pathak,Chinmoy Roy,nm0746961,Khagen Pathak,nm0665546,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
839,Chinmoy Roy Mani Srimani,Chinmoy Roy,nm0746961,Mani Srimani,nm0820248,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
840,Chinmoy Roy Nilotpal Dey,Chinmoy Roy,nm0746961,Nilotpal Dey,nm0223353,The Zoo,The Zoo,1,FALSE
841,Chinmoy Roy Nripati Chatterjee,Chinmoy Roy,nm0746961,Nripati Chatterjee,nm0154142,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
842,Chinmoy Roy Nripati Chatterjee,Chinmoy Roy,nm0746961,Nripati Chatterjee,nm0154142,The Zoo,The Zoo,1,FALSE
843,Chinmoy Roy Prasad Mukherjee,Chinmoy Roy,nm0746961,Prasad Mukherjee,nm0611546,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
844,Chinmoy Roy Prasad Mukherjee,Chinmoy Roy,nm0746961,Prasad Mukherjee,nm0611546,The Zoo,The Zoo,1,FALSE
845,Chinmoy Roy Rabi Ghosh,Chinmoy Roy,nm0746961,Rabi Ghosh,nm0315917,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
846,Chinmoy Roy Rajkumar Lahiri,Chinmoy Roy,nm0746961,Rajkumar Lahiri,nm1708115,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
847,Chinmoy Roy Ratan Banerjee,Chinmoy Roy,nm0746961,Ratan Banerjee,nm0051844,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
848,Chinmoy Roy Santi Chatterjee,Chinmoy Roy,nm0746961,Santi Chatterjee,nm0154155,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
849,Chinmoy Roy Shailen Ganguli,Chinmoy Roy,nm0746961,Shailen Ganguli,nm0304352,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
850,Chinmoy Roy Shailen Mukherjee,Chinmoy Roy,nm0746961,Shailen Mukherjee,nm0611561,The Zoo,The Zoo,1,FALSE
851,Chinmoy Roy Shekhar Chatterjee,Chinmoy Roy,nm0746961,Shekhar Chatterjee,nm0154161,The Zoo,The Zoo,1,FALSE
852,Chinmoy Roy Shyamal Ghoshal,Chinmoy Roy,nm0746961,Shyamal Ghoshal,nm0315929,The Zoo,The Zoo,1,FALSE
853,Chinmoy Roy Subhendu Chatterjee,Chinmoy Roy,nm0746961,Subhendu Chatterjee,nm0154166,The Zoo,The Zoo,1,FALSE
854,Chinmoy Roy Subrata Chatterjee,Chinmoy Roy,nm0746961,Subrata Chatterjee,nm0154167,The Zoo,The Zoo,1,FALSE
855,Chinmoy Roy Tapan Chatterjee,Chinmoy Roy,nm0746961,Tapan Chatterjee,nm0154170,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
856,Chinmoy Roy Tarun Mitra,Chinmoy Roy,nm0746961,Tarun Mitra,nm0593973,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
857,Chinmoy Roy Uttam Kumar,Chinmoy Roy,nm0746961,Uttam Kumar,nm0474907,The Zoo,The Zoo,1,FALSE
858,Devi Neogy Anil Chatterjee,Devi Neogy,nm0626099,Anil Chatterjee,nm0154110,Teen Kanya,Teen Kanya,1,FALSE
859,Devi Neogy Aparna Sen,Devi Neogy,nm0626099,Aparna Sen,nm0031967,Teen Kanya,Teen Kanya,1,FALSE
860,Devi Neogy Ashok Mitra,Devi Neogy,nm0626099,Ashok Mitra,nm1371495,The Zoo,The Zoo,1,FALSE
861,Devi Neogy Bankim Ghosh,Devi Neogy,nm0626099,Bankim Ghosh,nm0315878,The Zoo,The Zoo,1,FALSE
862,Devi Neogy Belarani Devi,Devi Neogy,nm0626099,Belarani Devi,nm0067570,Teen Kanya,Teen Kanya,1,FALSE
863,Devi Neogy Binoy Dutta,Devi Neogy,nm0626099,Binoy Dutta,nm4557729,The Zoo,The Zoo,1,FALSE
864,Devi Neogy Chinmoy Roy,Devi Neogy,nm0626099,Chinmoy Roy,nm0746961,The Zoo,The Zoo,1,FALSE
867,Devi Neogy Gitali Roy,Devi Neogy,nm0626099,Gitali Roy,nm0747030,The Zoo,The Zoo,1,FALSE
868,Devi Neogy Govinda Chakravarti,Devi Neogy,nm0626099,Govinda Chakravarti,nm0149838,Teen Kanya,Teen Kanya,1,FALSE
869,Devi Neogy Haridhan Nag,Devi Neogy,nm0626099,Haridhan Nag,nm5570266,Teen Kanya,Teen Kanya,1,FALSE
870,Devi Neogy Jahar Ganguli,Devi Neogy,nm0626099,Jahar Ganguli,nm0304349,The Zoo,The Zoo,1,FALSE
871,Devi Neogy Kali Bannerjee,Devi Neogy,nm0626099,Kali Bannerjee,nm0052332,Teen Kanya,Teen Kanya,1,FALSE
872,Devi Neogy Kanika Majumdar,Devi Neogy,nm0626099,Kanika Majumdar,nm0538293,Teen Kanya,Teen Kanya,1,FALSE
873,Devi Neogy Kanika Majumdar,Devi Neogy,nm0626099,Kanika Majumdar,nm0538293,The Zoo,The Zoo,1,FALSE
874,Devi Neogy Khagen Pathak,Devi Neogy,nm0626099,Khagen Pathak,nm0665546,Teen Kanya,Teen Kanya,1,FALSE
875,Devi Neogy Mihir Chakravarti,Devi Neogy,nm0626099,Mihir Chakravarti,nm0149843,Teen Kanya,Teen Kanya,1,FALSE
876,Devi Neogy Nilotpal Dey,Devi Neogy,nm0626099,Nilotpal Dey,nm0223353,The Zoo,The Zoo,1,FALSE
877,Devi Neogy Nripati Chatterjee,Devi Neogy,nm0626099,Nripati Chatterjee,nm0154142,Teen Kanya,Teen Kanya,1,FALSE
878,Devi Neogy Nripati Chatterjee,Devi Neogy,nm0626099,Nripati Chatterjee,nm0154142,The Zoo,The Zoo,1,FALSE
879,Devi Neogy Prasad Mukherjee,Devi Neogy,nm0626099,Prasad Mukherjee,nm0611546,The Zoo,The Zoo,1,FALSE
880,Devi Neogy Santosh Dutta,Devi Neogy,nm0626099,Santosh Dutta,nm0244904,Teen Kanya,Teen Kanya,1,FALSE
881,Devi Neogy Shailen Mukherjee,Devi Neogy,nm0626099,Shailen Mukherjee,nm0611561,The Zoo,The Zoo,1,FALSE
882,Devi Neogy Shekhar Chatterjee,Devi Neogy,nm0626099,Shekhar Chatterjee,nm0154161,The Zoo,The Zoo,1,FALSE
883,Devi Neogy Shyamal Ghoshal,Devi Neogy,nm0626099,Shyamal Ghoshal,nm0315929,The Zoo,The Zoo,1,FALSE
884,Devi Neogy Subhendu Chatterjee,Devi Neogy,nm0626099,Subhendu Chatterjee,nm0154166,The Zoo,The Zoo,1,FALSE
885,Devi Neogy Subrata Chatterjee,Devi Neogy,nm0626099,Subrata Chatterjee,nm0154167,The Zoo,The Zoo,1,FALSE
886,Devi Neogy Uttam Kumar,Devi Neogy,nm0626099,Uttam Kumar,nm0474907,The Zoo,The Zoo,1,FALSE
887,Dhritiman Chatterjee Ajit Banerjee,Dhritiman Chatterjee,nm0154122,Ajit Banerjee,nm0051830,The Stranger,The Stranger,1,FALSE
888,Dhritiman Chatterjee Arup Pal Chowdhury,Dhritiman Chatterjee,nm0154122,Arup Pal Chowdhury,nm5591378,An Enemy of the People,An Enemy of the People,1,FALSE
889,Dhritiman Chatterjee Bhishma Guhathakurta,Dhritiman Chatterjee,nm0154122,Bhishma Guhathakurta,nm0346613,An Enemy of the People,An Enemy of the People,1,FALSE
890,Dhritiman Chatterjee Biplab Chatterjee,Dhritiman Chatterjee,nm0154122,Biplab Chatterjee,nm0154118,The Adversary,The Adversary,1,FALSE
894,Dhritiman Chatterjee Dibyendu Chatterjee,Dhritiman Chatterjee,nm0154122,Dibyendu Chatterjee,nm4814634,The Adversary,The Adversary,1,FALSE
895,Dhritiman Chatterjee Dipankar Dey,Dhritiman Chatterjee,nm0154122,Dipankar Dey,nm0212541,An Enemy of the People,An Enemy of the People,1,FALSE
896,Dhritiman Chatterjee Dipankar Dey,Dhritiman Chatterjee,nm0154122,Dipankar Dey,nm0212541,The Stranger,The Stranger,1,FALSE
897,Dhritiman Chatterjee Kalyan Chatterjee,Dhritiman Chatterjee,nm0154122,Kalyan Chatterjee,nm0159537,The Adversary,The Adversary,1,FALSE
898,Dhritiman Chatterjee Kalyan Sen,Dhritiman Chatterjee,nm0154122,Kalyan Sen,nm4474657,The Adversary,The Adversary,1,FALSE
899,Dhritiman Chatterjee Mamata Shankar,Dhritiman Chatterjee,nm0154122,Mamata Shankar,nm0788164,An Enemy of the People,An Enemy of the People,1,FALSE
900,Dhritiman Chatterjee Mamata Shankar,Dhritiman Chatterjee,nm0154122,Mamata Shankar,nm0788164,The Stranger,The Stranger,1,FALSE
901,Dhritiman Chatterjee Manoj Mitra,Dhritiman Chatterjee,nm0154122,Manoj Mitra,nm0593953,An Enemy of the People,An Enemy of the People,1,FALSE
902,Dhritiman Chatterjee Mihir Chakravarti,Dhritiman Chatterjee,nm0154122,Mihir Chakravarti,nm0149843,The Adversary,The Adversary,1,FALSE
903,Dhritiman Chatterjee Monu Mukherjee,Dhritiman Chatterjee,nm0154122,Monu Mukherjee,nm0611540,An Enemy of the People,An Enemy of the People,1,FALSE
904,Dhritiman Chatterjee Promode Ganguly,Dhritiman Chatterjee,nm0154122,Promode Ganguly,nm0304365,The Stranger,The Stranger,1,FALSE
905,Dhritiman Chatterjee Rajaram Yagnik,Dhritiman Chatterjee,nm0154122,Rajaram Yagnik,nm0944929,An Enemy of the People,An Enemy of the People,1,FALSE
906,Dhritiman Chatterjee Ruma Guha Thakurta,Dhritiman Chatterjee,nm0154122,Ruma Guha Thakurta,nm0346614,An Enemy of the People,An Enemy of the People,1,FALSE
907,Dhritiman Chatterjee Satya Bannerjee (II),Dhritiman Chatterjee,nm0154122,Satya Bannerjee (II),nm0051810,An Enemy of the People,An Enemy of the People,1,FALSE
908,Dhritiman Chatterjee Somenath Majumdar,Dhritiman Chatterjee,nm0154122,Somenath Majumdar,nm5010491,An Enemy of the People,An Enemy of the People,1,FALSE
909,Dhritiman Chatterjee Soven Lahiri,Dhritiman Chatterjee,nm0154122,Soven Lahiri,nm0481574,The Adversary,The Adversary,1,FALSE
910,Dhritiman Chatterjee Subhendu Chatterjee,Dhritiman Chatterjee,nm0154122,Subhendu Chatterjee,nm0154166,An Enemy of the People,An Enemy of the People,1,FALSE
911,Dhritiman Chatterjee Subrata Chatterjee,Dhritiman Chatterjee,nm0154122,Subrata Chatterjee,nm0154167,The Stranger,The Stranger,1,FALSE
912,Dhritiman Chatterjee Tinu Ghosh,Dhritiman Chatterjee,nm0154122,Tinu Ghosh,nm4512599,An Enemy of the People,An Enemy of the People,1,FALSE
913,Dhritiman Chatterjee Utpal Dutt,Dhritiman Chatterjee,nm0154122,Utpal Dutt,nm0244884,The Stranger,The Stranger,1,FALSE
914,Dibyendu Chatterjee Ajoy Banerjee,Dibyendu Chatterjee,nm4814634,Ajoy Banerjee,nm0051831,The Golden Fortress,The Golden Fortress,1,FALSE
915,Dibyendu Chatterjee Aparna Sen,Dibyendu Chatterjee,nm4814634,Aparna Sen,nm0031967,Days and Nights in the Forest,Days and Nights in the Forest,1,FALSE
916,Dibyendu Chatterjee Ashok Mukherjee,Dibyendu Chatterjee,nm4814634,Ashok Mukherjee,nm0611513,The Golden Fortress,The Golden Fortress,1,FALSE
917,Dibyendu Chatterjee Bimal Chatterjee,Dibyendu Chatterjee,nm4814634,Bimal Chatterjee,nm0154115,The Golden Fortress,The Golden Fortress,1,FALSE
918,Dibyendu Chatterjee Biplab Chatterjee,Dibyendu Chatterjee,nm4814634,Biplab Chatterjee,nm0154118,The Adversary,The Adversary,1,FALSE
919,Dibyendu Chatterjee Dhritiman Chatterjee,Dibyendu Chatterjee,nm4814634,Dhritiman Chatterjee,nm0154122,The Adversary,The Adversary,1,FALSE
923,Dibyendu Chatterjee Haradhan Bannerjee,Dibyendu Chatterjee,nm4814634,Haradhan Bannerjee,nm0052329,The Golden Fortress,The Golden Fortress,1,FALSE
924,Dibyendu Chatterjee Harindranath Chattopadhyay,Dibyendu Chatterjee,nm4814634,Harindranath Chattopadhyay,nm0154129,The Golden Fortress,The Golden Fortress,1,FALSE
925,Dibyendu Chatterjee Kalyan Chatterjee,Dibyendu Chatterjee,nm4814634,Kalyan Chatterjee,nm0159537,The Adversary,The Adversary,1,FALSE
926,Dibyendu Chatterjee Kalyan Sen,Dibyendu Chatterjee,nm4814634,Kalyan Sen,nm4474657,The Adversary,The Adversary,1,FALSE
927,Dibyendu Chatterjee Kamu Mukherjee,Dibyendu Chatterjee,nm4814634,Kamu Mukherjee,nm0611536,The Golden Fortress,The Golden Fortress,1,FALSE
928,Dibyendu Chatterjee Khairatilal Lahori,Dibyendu Chatterjee,nm4814634,Khairatilal Lahori,nm1839940,Days and Nights in the Forest,Days and Nights in the Forest,1,FALSE
929,Dibyendu Chatterjee Mihir Chakravarti,Dibyendu Chatterjee,nm4814634,Mihir Chakravarti,nm0149843,The Adversary,The Adversary,1,FALSE
930,Dibyendu Chatterjee Pahadi Sanyal,Dibyendu Chatterjee,nm4814634,Pahadi Sanyal,nm0764406,Days and Nights in the Forest,Days and Nights in the Forest,1,FALSE
931,Dibyendu Chatterjee Rabi Ghosh,Dibyendu Chatterjee,nm4814634,Rabi Ghosh,nm0315917,Days and Nights in the Forest,Days and Nights in the Forest,1,FALSE
932,Dibyendu Chatterjee Samar Nag,Dibyendu Chatterjee,nm4814634,Samar Nag,nm4554192,Days and Nights in the Forest,Days and Nights in the Forest,1,FALSE
933,Dibyendu Chatterjee Santi Chatterjee,Dibyendu Chatterjee,nm4814634,Santi Chatterjee,nm0154155,The Golden Fortress,The Golden Fortress,1,FALSE
934,Dibyendu Chatterjee Santosh Dutta,Dibyendu Chatterjee,nm4814634,Santosh Dutta,nm0244904,The Golden Fortress,The Golden Fortress,1,FALSE
935,Dibyendu Chatterjee Shailen Mukherjee,Dibyendu Chatterjee,nm4814634,Shailen Mukherjee,nm0611561,The Golden Fortress,The Golden Fortress,1,FALSE
936,Dibyendu Chatterjee Sharmila Tagore,Dibyendu Chatterjee,nm4814634,Sharmila Tagore,nm0846616,Days and Nights in the Forest,Days and Nights in the Forest,1,FALSE
937,Dibyendu Chatterjee Siddhartha Chatterjee,Dibyendu Chatterjee,nm4814634,Siddhartha Chatterjee,nm0154162,The Golden Fortress,The Golden Fortress,1,FALSE
938,Dibyendu Chatterjee Soven Lahiri,Dibyendu Chatterjee,nm4814634,Soven Lahiri,nm0481574,The Adversary,The Adversary,1,FALSE
939,Dibyendu Chatterjee Subhendu Chatterjee,Dibyendu Chatterjee,nm4814634,Subhendu Chatterjee,nm0154166,Days and Nights in the Forest,Days and Nights in the Forest,1,FALSE
940,Dibyendu Chatterjee Sujit Ganguly,Dibyendu Chatterjee,nm4814634,Sujit Ganguly,nm4814705,The Golden Fortress,The Golden Fortress,1,FALSE
941,Dibyendu Chatterjee Sujit Ganguly,Dibyendu Chatterjee,nm4814634,Sujit Ganguly,nm4814705,The Golden Fortress,The Golden Fortress,1,FALSE
942,Dibyendu Chatterjee Sunil Sarkar,Dibyendu Chatterjee,nm4814634,Sunil Sarkar,nm0765281,The Golden Fortress,The Golden Fortress,1,FALSE
943,Dibyendu Chatterjee Uttamram Nagar,Dibyendu Chatterjee,nm4814634,Uttamram Nagar,nm1840054,The Golden Fortress,The Golden Fortress,1,FALSE
944,Dilip Bose Abani Mukherjee,Dilip Bose,nm4435113,Abani Mukherjee,nm0611505,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
945,Dilip Bose Ajit Gupta,Dilip Bose,nm0097870,Ajit Gupta,nm4820297,Charulata,Charulata,1,FALSE
946,Dilip Bose Ajit Gupta,Dilip Bose,nm0097870,Ajit Gupta,nm4820297,The Holy Man,The Holy Man,1,FALSE
947,Dilip Bose Ajoy Banerjee,Dilip Bose,nm4435113,Ajoy Banerjee,nm0051831,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
948,Dilip Bose Ashok Mitra,Dilip Bose,nm4435113,Ashok Mitra,nm1371495,The Adventures of Goopy and Bagha,The Adventures of Goopy and Bagha,1,FALSE
949,Dilip Bose Ashok Mitra,Dilip Bose,nm4435113,Ashok Mitra,nm1371495,Nayak: The Hero,Nayak: The Hero,1,FALSE
950,Dilip Bose Bankim Ghosh,Dilip Bose,nm0097870,Bankim Ghosh,nm0315878,Charulata,Charulata,1,FALSE
951,Dilip Bose Bharati Devi,Dilip Bose,nm4435113,Bharati Devi,nm0080249,Nayak: The Hero,Nayak: The Hero,1,FALSE
